CourseID,Year,Month,MonthlyEnrollments,MonthlyRevenue,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,TeacherID,TeacherName,Expertise,YearsOfExperience,TeacherRating,PriceBand,DurationBucket,RatingTier,ExperienceBucket,Quarter,Season,PastEnrollmentCount,AverageRevenue,RevenuePerEnrollment,AverageMonthlyRevenue,AverageMonthlyEnrollment
CR00002,2025,3,15,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Average,10+,1,Spring,21,0.0,0.0,0.0,10.5
CR00002,2025,4,20,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Average,10+,2,Spring,36,0.0,0.0,0.0,12.0
CR00002,2025,5,17,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Average,10+,2,Spring,56,0.0,0.0,0.0,15.0
CR00002,2025,6,12,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Average,10+,2,Summer,73,0.0,0.0,0.0,17.333333333333332
CR00002,2025,7,9,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Average,10+,3,Summer,85,0.0,0.0,0.0,16.333333333333332
CR00002,2025,8,17,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Average,10+,3,Summer,94,0.0,0.0,0.0,12.666666666666666
CR00002,2025,9,5,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Average,10+,3,Autumn,111,0.0,0.0,0.0,12.666666666666666
CR00002,2025,10,9,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Average,10+,4,Autumn,116,0.0,0.0,0.0,10.333333333333334
CR00002,2025,11,11,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Average,10+,4,Autumn,125,0.0,0.0,0.0,10.333333333333334
CR00002,2025,12,13,0.0,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Average,10+,4,Winter,136,0.0,0.0,0.0,8.333333333333334
CR00003,2025,1,12,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,1,Winter,0,0.0,0.0,0.0,10.0
CR00003,2025,2,10,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,1,Winter,12,0.0,0.0,0.0,11.5
CR00003,2025,3,10,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,1,Spring,22,0.0,0.0,0.0,11.0
CR00003,2025,4,14,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,2,Spring,32,0.0,0.0,0.0,10.666666666666666
CR00003,2025,5,13,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,2,Spring,46,0.0,0.0,0.0,11.333333333333334
CR00003,2025,6,16,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,2,Summer,59,0.0,0.0,0.0,12.333333333333334
CR00003,2025,7,17,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,3,Summer,75,0.0,0.0,0.0,14.333333333333334
CR00003,2025,8,16,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,3,Summer,92,0.0,0.0,0.0,15.333333333333334
CR00003,2025,9,14,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,3,Autumn,108,0.0,0.0,0.0,16.333333333333332
CR00003,2025,10,15,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,4,Autumn,122,0.0,0.0,0.0,15.666666666666666
CR00003,2025,11,23,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,4,Autumn,137,0.0,0.0,0.0,15.0
CR00003,2025,12,13,0.0,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,4,Winter,160,0.0,0.0,0.0,17.333333333333332
CR00004,2025,1,20,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Average,10+,1,Winter,0,0.0,0.0,0.0,19.0
CR00004,2025,2,12,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Average,10+,1,Winter,20,0.0,0.0,0.0,21.5
CR00004,2025,3,10,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Average,10+,1,Spring,32,0.0,0.0,0.0,16.0
CR00004,2025,4,7,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Average,10+,2,Spring,42,0.0,0.0,0.0,14.0
CR00004,2025,5,11,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Average,10+,2,Spring,49,0.0,0.0,0.0,9.666666666666666
CR00004,2025,6,11,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Average,10+,2,Summer,60,0.0,0.0,0.0,9.333333333333334
CR00004,2025,7,21,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Average,10+,3,Summer,71,0.0,0.0,0.0,9.666666666666666
CR00004,2025,8,9,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Average,10+,3,Summer,92,0.0,0.0,0.0,14.333333333333334
CR00004,2025,9,15,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Average,10+,3,Autumn,101,0.0,0.0,0.0,13.666666666666666
CR00004,2025,10,13,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Average,10+,4,Autumn,116,0.0,0.0,0.0,15.0
CR00004,2025,11,15,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Average,10+,4,Autumn,129,0.0,0.0,0.0,12.333333333333334
CR00004,2025,12,10,0.0,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Average,10+,4,Winter,144,0.0,0.0,0.0,14.333333333333334
CR00005,2025,1,11,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,1,Winter,0,0.0,0.0,0.0,14.0
CR00005,2025,2,15,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,1,Winter,11,0.0,0.0,0.0,13.0
CR00005,2025,3,20,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,1,Spring,26,0.0,0.0,0.0,13.0
CR00005,2025,4,10,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,2,Spring,46,0.0,0.0,0.0,15.333333333333334
CR00005,2025,5,18,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,2,Spring,56,0.0,0.0,0.0,15.0
CR00005,2025,6,16,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,2,Summer,74,0.0,0.0,0.0,16.0
CR00005,2025,7,14,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,3,Summer,90,0.0,0.0,0.0,14.666666666666666
CR00005,2025,8,11,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,3,Summer,104,0.0,0.0,0.0,16.0
CR00005,2025,9,14,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,3,Autumn,115,0.0,0.0,0.0,13.666666666666666
CR00005,2025,10,13,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,4,Autumn,129,0.0,0.0,0.0,13.0
CR00005,2025,11,11,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,4,Autumn,142,0.0,0.0,0.0,12.666666666666666
CR00005,2025,12,13,0.0,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,4,Winter,153,0.0,0.0,0.0,12.666666666666666
CR00006,2025,1,11,3040.07,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,Medium,Long,Average,10+,1,Winter,0,0.0,0.0,0.0,12.0
CR00006,2025,2,14,3869.1800000000003,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,Medium,Long,Average,10+,1,Winter,11,3040.0699999999997,276.36999999999995,1520.035,11.0
CR00006,2025,3,16,4421.92,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,Medium,Long,Average,10+,1,Spring,25,3454.625,276.37,3454.625,12.5
CR00006,2025,4,13,3592.81,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Medium,Long,Average,10+,2,Spring,41,3777.056666666667,276.37,3777.056666666667,13.666666666666666
CR00006,2025,5,17,4698.29,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Medium,Long,Average,10+,2,Spring,54,3730.995,276.37,3961.3033333333333,14.333333333333334
CR00006,2025,6,13,3592.81,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,Medium,Long,Average,10+,2,Summer,71,3924.454,276.37,4237.673333333333,15.333333333333334
CR00006,2025,7,8,2210.96,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,Medium,Long,Average,10+,3,Summer,84,3869.1800000000003,276.37,3961.3033333333333,14.333333333333334
CR00006,2025,8,15,4145.55,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00052,Susan Johnson,Business,12,3.43,Medium,Long,Average,10+,3,Summer,92,3632.2914285714287,276.37,3500.686666666667,12.666666666666666
CR00006,2025,9,10,2763.7,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,Medium,Long,Average,10+,3,Autumn,107,3696.44875,276.37,3316.44,12.0
CR00006,2025,10,13,3592.81,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Medium,Long,Average,10+,4,Autumn,117,3592.8099999999995,276.37,3040.0699999999997,11.0
CR00006,2025,11,14,3869.1800000000003,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,Medium,Long,Average,10+,4,Autumn,130,3592.81,276.37,3500.6866666666665,12.666666666666666
CR00006,2025,12,12,3316.44,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,Medium,Long,Average,10+,4,Winter,144,3617.9345454545455,276.37,3408.5633333333335,12.333333333333334
CR00007,2025,1,10,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00047,Brad Griffin,Design,4,1.79,Free,Long,Average,3-5 years,1,Winter,0,0.0,0.0,3730.9950000000003,13.5
CR00007,2025,2,6,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Average,10+,1,Winter,10,0.0,0.0,1934.5900000000001,12.0
CR00007,2025,3,11,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Average,10+,1,Spring,16,0.0,0.0,0.0,8.0
CR00007,2025,4,20,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Average,10+,2,Spring,27,0.0,0.0,0.0,9.0
CR00007,2025,5,11,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Average,10+,2,Spring,47,0.0,0.0,0.0,12.333333333333334
CR00007,2025,6,20,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Average,10+,2,Summer,58,0.0,0.0,0.0,14.0
CR00007,2025,7,18,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Average,10+,3,Summer,78,0.0,0.0,0.0,17.0
CR00007,2025,8,13,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Average,10+,3,Summer,96,0.0,0.0,0.0,16.333333333333332
CR00007,2025,9,20,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Average,10+,3,Autumn,109,0.0,0.0,0.0,17.0
CR00007,2025,10,18,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Average,10+,4,Autumn,129,0.0,0.0,0.0,17.0
CR00007,2025,11,12,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Average,10+,4,Autumn,147,0.0,0.0,0.0,17.0
CR00007,2025,12,19,0.0,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Average,10+,4,Winter,159,0.0,0.0,0.0,16.666666666666668
CR00008,2025,1,6,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Short,Average,10+,1,Winter,0,0.0,0.0,0.0,15.0
CR00008,2025,2,14,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Short,Average,10+,1,Winter,6,0.0,0.0,0.0,9.0
CR00008,2025,3,12,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Short,Average,10+,1,Spring,20,0.0,0.0,0.0,10.0
CR00008,2025,4,13,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Short,Average,10+,2,Spring,32,0.0,0.0,0.0,10.666666666666666
CR00008,2025,5,15,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Short,Average,10+,2,Spring,45,0.0,0.0,0.0,13.0
CR00008,2025,6,13,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Short,Average,10+,2,Summer,60,0.0,0.0,0.0,13.333333333333334
CR00008,2025,7,17,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Short,Average,10+,3,Summer,73,0.0,0.0,0.0,13.666666666666666
CR00008,2025,8,12,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Short,Average,10+,3,Summer,90,0.0,0.0,0.0,15.0
CR00008,2025,9,12,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Short,Average,10+,3,Autumn,102,0.0,0.0,0.0,14.0
CR00008,2025,10,13,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Short,Average,10+,4,Autumn,114,0.0,0.0,0.0,13.666666666666666
CR00008,2025,11,17,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Short,Average,10+,4,Autumn,127,0.0,0.0,0.0,12.333333333333334
CR00008,2025,12,14,0.0,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Short,Average,10+,4,Winter,144,0.0,0.0,0.0,14.0
CR00009,2025,1,10,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Excellent,10+,1,Winter,0,0.0,0.0,0.0,15.0
CR00009,2025,2,18,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,TC00029,David Webb,Artificial Intelligence,2,3.1,Free,Long,Excellent,0-2 years,1,Winter,10,0.0,0.0,0.0,13.5
CR00009,2025,3,12,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Excellent,10+,1,Spring,28,0.0,0.0,0.0,14.0
CR00009,2025,4,10,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Excellent,10+,2,Spring,40,0.0,0.0,0.0,13.333333333333334
CR00009,2025,5,11,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Excellent,10+,2,Spring,50,0.0,0.0,0.0,13.333333333333334
CR00009,2025,6,17,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Excellent,10+,2,Summer,61,0.0,0.0,0.0,11.0
CR00009,2025,7,17,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,TC00019,Tommy Haynes,Digital Marketing,8,3.4,Free,Long,Excellent,6-10 years,3,Summer,78,0.0,0.0,0.0,12.666666666666666
CR00009,2025,8,15,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Excellent,10+,3,Summer,95,0.0,0.0,0.0,15.0
CR00009,2025,9,11,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Excellent,10+,3,Autumn,110,0.0,0.0,0.0,16.333333333333332
CR00009,2025,10,12,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Excellent,10+,4,Autumn,121,0.0,0.0,0.0,14.333333333333334
CR00009,2025,11,6,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Excellent,10+,4,Autumn,133,0.0,0.0,0.0,12.666666666666666
CR00009,2025,12,16,0.0,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Excellent,10+,4,Winter,139,0.0,0.0,0.0,9.666666666666666
CR00010,2025,1,12,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Good,10+,1,Winter,0,0.0,0.0,0.0,9.0
CR00010,2025,2,9,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Good,10+,1,Winter,12,0.0,0.0,0.0,9.0
CR00010,2025,3,13,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Good,10+,1,Spring,21,0.0,0.0,0.0,10.5
CR00010,2025,4,20,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Good,10+,2,Spring,34,0.0,0.0,0.0,11.333333333333334
CR00010,2025,5,14,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Good,10+,2,Spring,54,0.0,0.0,0.0,14.0
CR00010,2025,6,19,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Good,10+,2,Summer,68,0.0,0.0,0.0,15.666666666666666
CR00010,2025,7,17,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Good,10+,3,Summer,87,0.0,0.0,0.0,17.666666666666668
CR00010,2025,8,9,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Good,10+,3,Summer,104,0.0,0.0,0.0,16.666666666666668
